[2024-07-10 11:00:01 AM-train.py-INFO:Train]
[2024-07-10 11:00:01 AM-train.py-INFO:Config {'seed': 2024, 'dataset': {'train': {'type': 'COSwithBox', 'image_root': '/mnt/jixie16t/dataset/LVIS/image/', 'gt_root': '/mnt/jixie16t/dataset/LVIS/mask/', 'trainsize': 256, 'istraining': True}, 'val': {'type': 'COSwithBox', 'image_root': '/mnt/jixie16t/zj/zj/works_in_phd/ECCV2024/github_release/NoisyCOD/data/LabelNoiseTrainDataset/CAMO_COD_generate_80%/image/', 'gt_root': '/mnt/jixie16t/zj/zj/works_in_phd/ECCV2024/github_release/NoisyCOD/data/LabelNoiseTrainDataset/CAMO_COD_generate_80%/mask/', 'trainsize': 256, 'istraining': False}}, 'dataloader': {'batch_size': 128, 'num_workers': 2, 'batch_size_val': 64, 'shuffle': True}, 'optimizer': {'type': 'AdamW', 'params': {'lr': 0.0004, 'betas': [0.9, 0.999], 'eps': 1e-08, 'weight_decay': 0.01, 'amsgrad': False}}, 'scheduler': {'type': 'LinearCosineAnnealingLR', 'params': {'max_lr': 0.00048, 'min_lr': 4.8e-07, 'warmup_epochs': 20, 'total_epochs': 200}}, 'model': {'name': 'PANet'}, 'training': {'epochs': 200, 'q_epoch': 20, 'load': None, 'gpu_id': '0,1,2,3', 'best_mae': 1.0, 'best_epoch': 1, 'val_step': 10, 'MASTER_ADDR': 'localhost', 'MASTER_PORT': '12355', 'save_path': '/mnt/jixie16t/zj/zj/works_in_phd/NoisyCOS/weight/PANet/LVIS/', 'grad_accum': 1, 'losses': {'loss1': {'type': ['StructureLoss'], 'gt_input': ['gt'], 'coef': [0.0625]}, 'loss2': {'type': ['StructureLoss'], 'gt_input': ['gt'], 'coef': [0.125]}, 'loss3': {'type': ['StructureLoss'], 'gt_input': ['gt'], 'coef': [0.25]}, 'loss4': {'type': ['StructureLoss'], 'gt_input': ['gt'], 'coef': [0.5]}, 'loss5': {'type': ['StructureLoss', 'UALoss'], 'gt_input': ['gt'], 'coef': [1, 2]}, 'loss6': {'type': ['DiceLoss'], 'gt_input': ['edge'], 'coef': [0]}, 'loss7': {'type': ['DiceLoss'], 'gt_input': ['edge'], 'coef': [0.5]}, 'loss8': {'type': ['DiceLoss'], 'gt_input': ['edge'], 'coef': [1]}, 'loss9': {'type': ['DiceLoss'], 'gt_input': ['edge'], 'coef': [2]}}}}]
[2024-07-10 11:09:55 AM-train.py-INFO:Train]
[2024-07-10 11:09:55 AM-train.py-INFO:Config {'seed': 2024, 'dataset': {'train': {'type': 'COSwithBox', 'image_root': '/mnt/jixie16t/dataset/LVIS/image/', 'gt_root': '/mnt/jixie16t/dataset/LVIS/mask/', 'trainsize': 256, 'istraining': True}, 'val': {'type': 'COSwithBox', 'image_root': '/mnt/jixie16t/zj/zj/works_in_phd/ECCV2024/github_release/NoisyCOD/data/LabelNoiseTrainDataset/CAMO_COD_generate_80%/image/', 'gt_root': '/mnt/jixie16t/zj/zj/works_in_phd/ECCV2024/github_release/NoisyCOD/data/LabelNoiseTrainDataset/CAMO_COD_generate_80%/mask/', 'trainsize': 256, 'istraining': False}}, 'dataloader': {'batch_size': 96, 'num_workers': 2, 'batch_size_val': 64, 'shuffle': True}, 'optimizer': {'type': 'AdamW', 'params': {'lr': 0.0004, 'betas': [0.9, 0.999], 'eps': 1e-08, 'weight_decay': 0.01, 'amsgrad': False}}, 'scheduler': {'type': 'LinearCosineAnnealingLR', 'params': {'max_lr': 0.00048, 'min_lr': 4.8e-07, 'warmup_epochs': 20, 'total_epochs': 200}}, 'model': {'name': 'PANet'}, 'training': {'epochs': 200, 'q_epoch': 20, 'load': None, 'gpu_id': '0,1,2,3', 'best_mae': 1.0, 'best_epoch': 1, 'val_step': 10, 'MASTER_ADDR': 'localhost', 'MASTER_PORT': '12355', 'save_path': '/mnt/jixie16t/zj/zj/works_in_phd/NoisyCOS/weight/PANet/LVIS/', 'grad_accum': 1, 'losses': {'loss1': {'type': ['StructureLoss'], 'gt_input': ['gt'], 'coef': [0.0625]}, 'loss2': {'type': ['StructureLoss'], 'gt_input': ['gt'], 'coef': [0.125]}, 'loss3': {'type': ['StructureLoss'], 'gt_input': ['gt'], 'coef': [0.25]}, 'loss4': {'type': ['StructureLoss'], 'gt_input': ['gt'], 'coef': [0.5]}, 'loss5': {'type': ['StructureLoss', 'UALoss'], 'gt_input': ['gt'], 'coef': [1, 2]}, 'loss6': {'type': ['DiceLoss'], 'gt_input': ['edge'], 'coef': [0]}, 'loss7': {'type': ['DiceLoss'], 'gt_input': ['edge'], 'coef': [0.5]}, 'loss8': {'type': ['DiceLoss'], 'gt_input': ['edge'], 'coef': [1]}, 'loss9': {'type': ['DiceLoss'], 'gt_input': ['edge'], 'coef': [2]}}}}]
[2024-07-10 11:10:17 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [1/309], Loss: 6.2090]
[2024-07-10 11:12:00 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [20/309], Loss: 5.9792]
[2024-07-10 11:13:51 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [40/309], Loss: 5.2219]
[2024-07-10 11:15:44 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [60/309], Loss: 4.9249]
[2024-07-10 11:17:32 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [80/309], Loss: 4.6541]
[2024-07-10 11:19:21 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [100/309], Loss: 4.3807]
[2024-07-10 11:21:11 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [120/309], Loss: 4.2942]
[2024-07-10 11:23:04 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [140/309], Loss: 4.1968]
[2024-07-10 11:24:55 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [160/309], Loss: 4.0180]
[2024-07-10 11:26:49 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [180/309], Loss: 3.9363]
[2024-07-10 11:28:38 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [200/309], Loss: 3.9636]
[2024-07-10 11:30:33 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [220/309], Loss: 3.9438]
[2024-07-10 11:32:23 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [240/309], Loss: 3.8789]
[2024-07-10 11:34:14 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [260/309], Loss: 3.8267]
[2024-07-10 11:36:07 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [280/309], Loss: 3.7308]
[2024-07-10 11:38:00 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [300/309], Loss: 3.6527]
[2024-07-10 11:38:42 AM-train.py-INFO:[Train Info]:Epoch [1/200], Step [309/309], Loss: 3.4583]
[2024-07-10 11:38:43 AM-train.py-INFO:[Train Info]: Epoch [001/200], Loss_AVG: 4.3474]
[2024-07-10 11:39:04 AM-train.py-INFO:[Train Info]:Epoch [2/200], Step [1/309], Loss: 3.6985]
[2024-07-10 11:40:48 AM-train.py-INFO:[Train Info]:Epoch [2/200], Step [20/309], Loss: 3.7812]
[2024-07-10 11:42:42 AM-train.py-INFO:[Train Info]:Epoch [2/200], Step [40/309], Loss: 3.5243]
[2024-07-10 11:44:33 AM-train.py-INFO:[Train Info]:Epoch [2/200], Step [60/309], Loss: 3.5831]
[2024-07-10 11:46:27 AM-train.py-INFO:[Train Info]:Epoch [2/200], Step [80/309], Loss: 3.4885]
[2024-07-10 11:48:19 AM-train.py-INFO:[Train Info]:Epoch [2/200], Step [100/309], Loss: 3.5229]
[2024-07-10 11:50:15 AM-train.py-INFO:[Train Info]:Epoch [2/200], Step [120/309], Loss: 3.2487]
[2024-07-10 11:52:10 AM-train.py-INFO:[Train Info]:Epoch [2/200], Step [140/309], Loss: 3.3231]
[2024-07-10 11:54:03 AM-train.py-INFO:[Train Info]:Epoch [2/200], Step [160/309], Loss: 3.3806]
[2024-07-10 11:55:56 AM-train.py-INFO:[Train Info]:Epoch [2/200], Step [180/309], Loss: 3.3565]
[2024-07-10 11:57:46 AM-train.py-INFO:[Train Info]:Epoch [2/200], Step [200/309], Loss: 3.3212]
[2024-07-10 11:59:41 AM-train.py-INFO:[Train Info]:Epoch [2/200], Step [220/309], Loss: 3.2800]
[2024-07-10 12:01:32 PM-train.py-INFO:[Train Info]:Epoch [2/200], Step [240/309], Loss: 3.2686]
[2024-07-10 12:03:27 PM-train.py-INFO:[Train Info]:Epoch [2/200], Step [260/309], Loss: 3.2415]
[2024-07-10 12:05:18 PM-train.py-INFO:[Train Info]:Epoch [2/200], Step [280/309], Loss: 3.2315]
[2024-07-10 12:07:09 PM-train.py-INFO:[Train Info]:Epoch [2/200], Step [300/309], Loss: 3.1998]
[2024-07-10 12:07:52 PM-train.py-INFO:[Train Info]:Epoch [2/200], Step [309/309], Loss: 3.2730]
[2024-07-10 12:07:53 PM-train.py-INFO:[Train Info]: Epoch [002/200], Loss_AVG: 3.4044]
[2024-07-10 12:08:14 PM-train.py-INFO:[Train Info]:Epoch [3/200], Step [1/309], Loss: 3.3459]
[2024-07-10 12:09:59 PM-train.py-INFO:[Train Info]:Epoch [3/200], Step [20/309], Loss: 3.2011]
[2024-07-10 12:11:52 PM-train.py-INFO:[Train Info]:Epoch [3/200], Step [40/309], Loss: 3.2128]
[2024-07-10 12:13:40 PM-train.py-INFO:[Train Info]:Epoch [3/200], Step [60/309], Loss: 3.2362]
[2024-07-10 12:15:36 PM-train.py-INFO:[Train Info]:Epoch [3/200], Step [80/309], Loss: 3.2344]
[2024-07-10 12:17:28 PM-train.py-INFO:[Train Info]:Epoch [3/200], Step [100/309], Loss: 3.1255]
